Date,Open,High,Low,Close,Adj Close,Volume
1998-06-05,28.625000,29.093750,28.375000,28.906250,20.803522,6764400
1998-06-08,28.937500,29.093750,28.718750,29.000000,20.870993,4291400
1998-06-09,28.937500,29.531250,28.750000,29.031250,20.893486,6158800
1998-06-10,28.906250,29.875000,28.781250,29.625000,21.320799,6007000
1998-06-11,29.718750,29.812500,28.906250,29.500000,21.230829,5602200
1998-06-12,29.156250,29.687500,29.156250,29.406250,21.163368,5171400
1998-06-15,28.812500,29.406250,28.281250,28.281250,20.353712,6705600
1998-06-16,28.718750,28.812500,28.125000,28.687500,20.646093,6382400
1998-06-17,28.500000,29.562500,28.500000,29.218750,21.057049,6349000
1998-06-18,29.031250,29.312500,28.875000,29.000000,20.899401,4422400
1998-06-19,29.000000,29.406250,28.812500,28.937500,20.854355,8459200
1998-06-22,28.875000,29.093750,28.625000,28.656250,20.651680,4076400
1998-06-23,28.937500,29.593750,28.812500,29.593750,21.327305,5921200
1998-06-24,29.593750,30.156250,29.125000,30.062500,21.665115,6731600
1998-06-25,30.156250,30.437500,29.656250,30.000000,21.620075,5488800
1998-06-26,29.843750,30.437500,29.812500,29.843750,21.507462,3625800
1998-06-29,30.125000,31.406250,30.000000,31.031250,22.363266,6961000
1998-06-30,31.437500,31.437500,30.125000,30.375000,21.890324,6349800
1998-07-01,30.781250,30.875000,29.875000,30.250000,21.800236,6572400
1998-07-02,30.593750,30.593750,30.125000,30.343750,21.867807,3471400
1998-07-06,30.312500,30.656250,30.125000,30.625000,22.070488,5991000
1998-07-07,30.718750,30.937500,30.531250,30.562500,22.025452,4818800
1998-07-08,30.750000,31.406250,30.750000,31.406250,22.633516,5519800
1998-07-09,31.406250,31.750000,31.062500,31.562500,22.746117,5843000
1998-07-10,31.687500,32.093750,31.500000,32.093750,23.128969,7711400
1998-07-13,32.250000,32.250000,31.812500,32.031250,23.083933,4956800
1998-07-14,32.218750,33.312500,32.125000,33.187500,23.917210,5432400
1998-07-15,33.281250,33.500000,32.906250,32.937500,23.737036,5028400
1998-07-16,33.000000,34.406250,32.843750,34.375000,24.772999,6544000
1998-07-17,34.500000,34.843750,34.281250,34.500000,24.863085,6733600
1998-07-20,34.500000,34.531250,34.062500,34.406250,24.795511,3769200
1998-07-21,34.406250,34.437500,33.593750,34.000000,24.502745,4978400
1998-07-22,34.093750,34.406250,33.156250,33.531250,24.164944,6510800
1998-07-23,33.250000,33.531250,31.750000,31.750000,22.881250,6322000
1998-07-24,31.750000,32.218750,31.156250,31.906250,22.993853,7876400
1998-07-27,31.750000,31.968750,31.281250,31.937500,23.016365,5834200
1998-07-28,31.500000,32.000000,31.000000,31.718750,22.858719,6525600
1998-07-29,31.812500,32.093750,30.375000,30.437500,21.935362,7887800
1998-07-30,30.812500,32.218750,30.500000,31.812500,22.926291,8288600
1998-07-31,32.000000,32.187500,31.250000,31.562500,22.746117,7229800
1998-08-03,31.343750,31.437500,30.750000,30.812500,22.205612,4769400
1998-08-04,30.906250,31.000000,29.187500,29.187500,21.034527,8289000
1998-08-05,29.187500,30.500000,28.625000,30.500000,21.980412,10617800
1998-08-06,30.187500,32.125000,30.125000,32.000000,23.061415,7290200
1998-08-07,32.000000,32.218750,31.031250,31.437500,22.656034,7079000
1998-08-10,30.812500,31.968750,30.812500,31.531250,22.723598,5398600
1998-08-11,30.562500,32.062500,30.562500,32.000000,23.061415,9502400
1998-08-12,32.968750,33.000000,32.437500,33.000000,23.782080,9474600
1998-08-13,33.000000,33.687500,32.156250,32.156250,23.174009,5806400
1998-08-14,32.625000,32.812500,30.656250,31.187500,22.475864,5743800
1998-08-17,31.187500,31.843750,30.593750,31.406250,22.633516,5601600
1998-08-18,31.437500,32.156250,31.156250,32.125000,23.151497,7221000
1998-08-19,32.312500,32.625000,31.750000,32.000000,23.061415,6893400
1998-08-20,31.906250,32.500000,31.656250,32.375000,23.331665,5526800
1998-08-21,32.281250,32.812500,31.500000,32.593750,23.489307,6727800
1998-08-24,33.218750,33.656250,33.000000,33.625000,24.232502,6336200
1998-08-25,34.187500,34.656250,33.843750,34.250000,24.682922,8986000
1998-08-26,34.062500,34.906250,33.968750,34.531250,24.885609,8020000
1998-08-27,34.125000,34.281250,32.750000,33.937500,24.457706,10045800
1998-08-28,34.000000,34.156250,32.625000,32.687500,23.556885,12811600
1998-08-31,32.187500,32.562500,28.750000,29.500000,21.259741,14817000
1998-09-01,29.750000,31.156250,27.750000,30.875000,22.250658,15841200
1998-09-02,31.375000,31.500000,29.937500,29.968750,21.597557,11483600
1998-09-03,29.562500,30.437500,29.531250,30.062500,21.665115,17255800
1998-09-04,30.187500,30.375000,28.281250,29.250000,21.079571,9151800
1998-09-08,30.937500,31.375000,29.906250,31.375000,22.610998,9704000
1998-09-09,31.093750,31.468750,30.281250,30.531250,22.002928,7485400
1998-09-10,29.593750,30.187500,29.000000,29.218750,21.057049,8875800
1998-09-11,28.968750,30.687500,28.812500,30.312500,21.845276,7391000
1998-09-14,31.687500,31.687500,30.531250,30.593750,22.047972,6258600
1998-09-15,30.750000,31.343750,30.500000,31.250000,22.520905,6982200
1998-09-16,31.500000,31.718750,30.718750,31.468750,22.706900,8883000
1998-09-17,30.750000,30.968750,30.250000,30.437500,21.962772,6241000
1998-09-18,30.875000,31.000000,30.062500,30.281250,21.850033,10028600
1998-09-21,29.875000,31.000000,29.718750,30.343750,21.895128,7133000
1998-09-22,30.781250,31.187500,30.406250,31.187500,22.503948,6117600
1998-09-23,31.625000,32.281250,30.937500,32.250000,23.270620,8934000
1998-09-24,32.281250,32.375000,30.281250,31.406250,22.661800,6930600
1998-09-25,31.031250,31.468750,30.718750,30.968750,22.346102,6634600
1998-09-28,31.500000,31.718750,30.375000,30.718750,22.165718,5617000
1998-09-29,30.656250,30.812500,28.812500,29.062500,20.970619,10017600
1998-09-30,28.562500,28.562500,26.937500,27.312500,19.707869,22507800
1998-10-01,27.000000,27.500000,26.218750,26.562500,19.166698,12650600
1998-10-02,26.656250,28.125000,26.312500,27.718750,20.001011,10221800
1998-10-05,28.250000,29.000000,26.906250,28.625000,20.654924,9553200
1998-10-06,30.000000,30.312500,29.187500,29.750000,21.466700,9640800
1998-10-07,29.750000,29.750000,29.187500,29.375000,21.196110,8343600
1998-10-08,28.281250,28.562500,26.593750,28.406250,20.497082,13739800
1998-10-09,29.000000,29.812500,27.875000,29.562500,21.331404,7876600
1998-10-12,30.968750,30.968750,30.250000,30.406250,21.940235,8764200
1998-10-13,30.593750,30.593750,29.750000,29.968750,21.624540,4978400
1998-10-14,29.812500,31.125000,29.812500,30.562500,22.052969,8075000
1998-10-15,30.500000,32.500000,30.406250,32.312500,23.315716,9908400
1998-10-16,33.125000,33.843750,32.843750,33.312500,24.037289,13891800
1998-10-19,34.000000,34.468750,33.812500,34.375000,24.803957,9865400
1998-10-20,34.500000,34.718750,32.687500,32.781250,23.653955,11116200
1998-10-21,33.000000,33.031250,32.281250,32.468750,23.428453,8303000
1998-10-22,32.562500,33.625000,32.281250,33.406250,24.104944,5954400
1998-10-23,33.406250,34.000000,32.937500,34.000000,24.533369,5980200
1998-10-26,33.593750,33.812500,32.687500,32.687500,23.586300,5800600
1998-10-27,33.000000,33.156250,31.500000,31.625000,22.819647,7770000
1998-10-28,31.562500,32.968750,31.375000,32.406250,23.383358,5878600
1998-10-29,33.125000,33.812500,32.656250,33.718750,24.330427,5707200
1998-10-30,34.000000,34.718750,33.718750,34.531250,24.916695,9461600
1998-11-02,34.656250,34.781250,34.031250,34.406250,24.826511,6830800
1998-11-03,34.437500,34.437500,33.406250,33.437500,24.127487,7066400
1998-11-04,33.500000,34.312500,33.500000,34.031250,24.555906,8176600
1998-11-05,34.156250,35.125000,33.531250,35.125000,25.345140,8379000
1998-11-06,35.093750,35.781250,34.750000,35.718750,25.773573,9295400
1998-11-09,35.718750,36.218750,35.031250,35.281250,25.457884,7620400
1998-11-10,35.375000,35.562500,34.406250,35.093750,25.322590,9373400
1998-11-11,35.250000,35.343750,34.781250,34.875000,25.164740,5648000
1998-11-12,35.000000,35.218750,33.875000,34.375000,24.803957,5441200
1998-11-13,34.687500,35.031250,34.406250,34.843750,25.142187,4927000
1998-11-16,35.937500,35.937500,35.000000,35.531250,25.638266,6308000
1998-11-17,35.531250,36.156250,35.125000,35.812500,25.841209,6713600
1998-11-18,36.437500,36.687500,36.125000,36.687500,26.472586,6320400
1998-11-19,37.250000,37.250000,36.312500,36.500000,26.337288,7151600
1998-11-20,36.906250,36.906250,36.406250,36.875000,26.607874,6256000
1998-11-23,36.968750,37.468750,36.593750,37.468750,27.036310,5700800
1998-11-24,37.468750,37.500000,37.125000,37.375000,26.968653,4819400
1998-11-25,37.500000,38.000000,37.125000,37.875000,27.329453,4979000
1998-11-27,38.000000,38.281250,37.812500,38.281250,27.622593,2879000
1998-11-30,38.375000,38.625000,37.562500,37.656250,27.171595,6714000
1998-12-01,37.125000,37.718750,36.531250,37.437500,27.013762,5921600
1998-12-02,37.281250,37.593750,36.750000,37.031250,26.720633,3768000
1998-12-03,36.968750,37.593750,35.718750,35.750000,25.796108,5410600
1998-12-04,36.343750,37.062500,35.812500,36.593750,26.404938,7022200
1998-12-07,36.875000,38.000000,36.625000,37.312500,26.923555,5101200
1998-12-08,37.375000,38.468750,37.250000,38.000000,27.419645,6397800
1998-12-09,38.406250,38.718750,38.031250,38.375000,27.718687,5423000
1998-12-10,38.593750,38.593750,37.687500,37.875000,27.357531,5558000
1998-12-11,38.031250,38.218750,37.531250,38.156250,27.560684,4994400
1998-12-14,37.781250,37.937500,37.093750,37.406250,27.018951,5255800
1998-12-15,37.625000,38.437500,37.250000,38.406250,27.741262,6712000
1998-12-16,38.437500,38.500000,37.531250,37.843750,27.334957,5115600
1998-12-17,37.781250,38.187500,37.437500,38.062500,27.492962,4339000
1998-12-18,38.031250,38.875000,37.812500,38.875000,28.079840,10625000
1998-12-21,38.812500,39.968750,38.781250,39.312500,28.395844,6950800
1998-12-22,39.468750,39.593750,39.000000,39.156250,28.282993,4974000
1998-12-23,39.437500,40.812500,39.031250,40.718750,29.411591,5717200
1998-12-24,40.750000,40.750000,40.281250,40.562500,29.298746,1744600
1998-12-28,40.500000,40.593750,39.531250,39.937500,28.847300,4065400
1998-12-29,40.093750,41.375000,39.500000,40.968750,29.592180,5532600
1998-12-30,41.000000,41.000000,40.062500,40.375000,29.163305,4684400
1998-12-31,40.093750,40.750000,39.781250,40.718750,29.411591,5282200
1999-01-04,40.812500,41.125000,39.781250,40.312500,29.118160,7332600
1999-01-05,40.625000,40.937500,40.250000,40.625000,29.343882,5749000
1999-01-06,41.062500,41.562500,40.562500,41.312500,29.840462,7705200
1999-01-07,41.812500,42.531250,41.625000,42.062500,30.382204,9254600
1999-01-08,42.000000,42.218750,41.250000,41.750000,30.156469,7174000
1999-01-11,41.750000,41.906250,40.000000,40.812500,29.479315,6481400
1999-01-12,40.187500,40.375000,39.281250,40.187500,29.027868,8229200
1999-01-13,39.000000,40.875000,38.687500,40.312500,29.118160,7274000
1999-01-14,39.875000,40.468750,38.937500,39.875000,28.802137,7785400
1999-01-15,39.906250,40.375000,39.375000,40.062500,28.937576,6961400
1999-01-19,40.125000,40.468750,39.125000,40.031250,28.915014,5821200
1999-01-20,40.031250,41.250000,39.281250,40.125000,28.982718,6802600
1999-01-21,40.062500,40.687500,39.437500,39.531250,28.553850,5611600
1999-01-22,39.531250,41.125000,39.250000,41.000000,29.614750,5317800
1999-01-25,40.906250,41.343750,39.937500,41.000000,29.614750,6054000
1999-01-26,41.468750,42.250000,41.093750,41.781250,30.179050,6757000
1999-01-27,42.093750,42.906250,42.000000,42.593750,30.765936,9615200
1999-01-28,42.625000,42.718750,42.062500,42.562500,30.743376,5726800
1999-01-29,43.000000,43.218750,42.500000,43.000000,31.059372,5802400
1999-02-01,42.875000,42.875000,42.156250,42.250000,30.517647,5731000
1999-02-02,41.562500,41.968750,40.375000,41.812500,30.201618,7929400
1999-02-03,41.906250,43.125000,41.750000,42.875000,30.969070,7312800
1999-02-04,43.156250,43.656250,41.875000,41.875000,30.246761,7244200
1999-02-05,42.687500,42.875000,41.375000,42.125000,30.427332,5272800
1999-02-08,42.125000,43.187500,41.625000,42.718750,30.856216,4608200
1999-02-09,42.562500,42.562500,40.906250,41.062500,29.659893,5561200
1999-02-10,41.000000,41.031250,40.250000,40.468750,29.231016,5221400
1999-02-11,40.500000,42.968750,40.312500,42.906250,30.991650,5174000
1999-02-12,42.906250,43.031250,41.500000,42.187500,30.472479,5139000
1999-02-16,42.750000,44.000000,42.750000,43.781250,31.623690,11188000
1999-02-17,43.343750,44.343750,42.531250,42.531250,30.720798,9659600
1999-02-18,42.750000,43.031250,42.093750,42.687500,30.833637,7021600
1999-02-19,42.750000,42.750000,42.281250,42.375000,30.607933,5647000
1999-02-22,42.718750,44.218750,42.687500,44.125000,31.871967,8827200
1999-02-23,44.093750,44.281250,43.375000,43.750000,31.601118,6597200
1999-02-24,44.093750,44.750000,42.093750,42.281250,30.540215,7942600
1999-02-25,42.562500,42.906250,41.781250,42.500000,30.698217,7150200
1999-02-26,43.125000,43.250000,41.843750,43.062500,31.104519,6884400
1999-03-01,43.562500,43.593750,41.812500,42.937500,31.014221,6811400
1999-03-02,43.375000,43.687500,42.562500,42.718750,30.856216,6628200
1999-03-03,43.000000,44.156250,43.000000,43.687500,31.555969,6846000
1999-03-04,43.968750,44.812500,43.937500,44.687500,32.278275,7094600
1999-03-05,46.500000,47.125000,45.687500,46.625000,33.677746,16618400
1999-03-08,47.062500,47.062500,45.906250,46.718750,33.745476,8813800
1999-03-09,46.718750,47.125000,46.281250,47.000000,33.948616,7327800
1999-03-10,47.093750,47.125000,46.531250,46.781250,33.790600,6242600
1999-03-11,47.250000,48.187500,46.875000,47.656250,34.422623,8498400
1999-03-12,47.968750,48.468750,47.718750,48.187500,34.806347,7326600
1999-03-15,48.500000,48.656250,47.625000,48.375000,34.941792,7309000
1999-03-16,48.531250,48.593750,47.781250,48.000000,34.670929,6446000
1999-03-17,48.218750,48.468750,47.343750,48.187500,34.842644,6432800
1999-03-18,48.031250,49.187500,47.875000,49.093750,35.497925,5842000
1999-03-19,49.125000,49.125000,47.375000,47.375000,34.255161,12035400
1999-03-22,47.437500,47.500000,46.250000,46.656250,33.735451,6070600
1999-03-23,46.531250,46.593750,44.531250,45.250000,32.718651,10157000
1999-03-24,45.187500,45.468750,44.093750,44.500000,32.176357,8070400
1999-03-25,44.906250,46.125000,44.906250,45.937500,33.215755,7758800
1999-03-26,45.843750,46.656250,45.062500,45.781250,33.102776,6435200
1999-03-29,46.156250,47.843750,46.156250,47.500000,34.345554,5912200
1999-03-30,47.000000,47.750000,46.875000,47.500000,34.345554,6276200
1999-03-31,48.187500,48.312500,46.093750,46.093750,33.328739,7646200
1999-04-01,46.718750,47.000000,46.250000,46.625000,33.712860,4941800
1999-04-05,47.250000,48.343750,46.906250,47.687500,34.481113,6905200
1999-04-06,47.812500,48.531250,47.687500,47.843750,34.594112,5777800
1999-04-07,48.500000,48.906250,48.093750,48.750000,35.249371,7625600
1999-04-08,49.250000,51.218750,48.750000,51.125000,36.966656,9953600
1999-04-09,50.250000,51.718750,49.812500,51.375000,37.147430,8858000
1999-04-12,51.125000,52.718750,50.812500,52.437500,37.915676,9234800
1999-04-13,52.281250,53.406250,51.625000,52.281250,37.802681,9239400
1999-04-14,52.281250,52.562500,49.000000,49.312500,35.656109,10536600
1999-04-15,49.187500,49.437500,46.500000,48.875000,35.339756,14487600
1999-04-16,48.250000,48.281250,46.375000,47.500000,34.345554,12714600
1999-04-19,48.000000,49.062500,44.000000,44.875000,32.447506,17572000
1999-04-20,46.000000,48.000000,45.250000,47.750000,34.526310,13041300
1999-04-21,48.000000,49.125000,47.000000,48.750000,35.249371,10446900
1999-04-22,50.000000,50.250000,48.437500,50.062500,36.198406,10244300
1999-04-23,50.937500,51.687500,50.500000,50.937500,36.831093,7337700
1999-04-26,51.875000,51.937500,50.750000,50.937500,36.831093,7521500
1999-04-27,51.125000,51.375000,50.000000,50.750000,36.695507,6217400
1999-04-28,50.375000,51.250000,49.062500,49.187500,35.565712,5927200
1999-04-29,49.000000,49.000000,45.562500,46.875000,33.893635,9244000
1999-04-30,47.000000,47.437500,43.187500,46.000000,33.260944,13373500
1999-05-03,45.875000,46.250000,44.562500,46.125000,33.351337,7444800
1999-05-04,46.812500,46.875000,43.312500,44.000000,31.814819,11059200
1999-05-05,44.437500,45.062500,43.062500,45.062500,32.583084,8254200
1999-05-06,44.000000,44.187500,41.625000,42.875000,31.001383,14788900
1999-05-07,44.625000,45.000000,43.000000,44.750000,32.357117,11371100
1999-05-10,44.812500,46.500000,44.562500,45.187500,32.673462,8751900
1999-05-11,47.500000,47.500000,45.875000,47.312500,34.209976,12828200
1999-05-12,47.375000,47.375000,45.500000,46.562500,33.667660,7898900
1999-05-13,47.375000,47.625000,46.562500,47.000000,33.984013,6356300
1999-05-14,46.250000,46.500000,45.625000,46.375000,33.532101,6082100
1999-05-17,45.375000,46.125000,44.937500,45.687500,33.034988,6274800
1999-05-18,45.875000,47.437500,45.250000,46.437500,33.577293,6481700
1999-05-19,46.937500,46.937500,45.375000,45.687500,33.034988,4727400
1999-05-20,45.625000,46.250000,44.437500,44.500000,32.176357,7103400
1999-05-21,44.625000,44.875000,42.625000,43.250000,31.272524,8182700
1999-05-24,44.000000,44.125000,42.125000,42.812500,30.956190,6423600
1999-05-25,42.937500,43.187500,41.687500,42.375000,30.639841,7335900
1999-05-26,42.187500,43.000000,41.500000,42.937500,31.046562,8274100
1999-05-27,42.125000,42.500000,41.000000,41.125000,29.735992,7760600
1999-05-28,41.562500,42.875000,41.312500,42.625000,30.820621,5692700
1999-06-01,42.687500,43.437500,42.187500,43.437500,31.408113,6995500
1999-06-02,43.375000,44.375000,42.687500,44.375000,32.085976,6623900
1999-06-03,45.000000,46.187500,44.687500,45.500000,32.899437,10474700
1999-06-04,46.000000,46.500000,45.562500,46.000000,33.260944,5544400
1999-06-07,45.375000,45.750000,44.875000,45.750000,33.080181,4622700
1999-06-08,45.250000,45.500000,44.312500,44.375000,32.085976,4567400
1999-06-09,44.375000,44.687500,43.937500,44.125000,31.905209,4532900
1999-06-10,43.750000,43.875000,42.625000,43.125000,31.182138,5244400
1999-06-11,43.125000,43.750000,42.375000,42.687500,30.865807,4866500
1999-06-14,43.000000,43.312500,42.812500,43.125000,31.182138,4037400
1999-06-15,43.500000,43.750000,42.375000,42.500000,30.730227,6535800
1999-06-16,43.562500,44.562500,43.500000,44.375000,32.123764,5609200
1999-06-17,43.687500,44.500000,43.562500,43.625000,31.580822,5129600
1999-06-18,43.187500,43.750000,42.812500,43.750000,31.671320,10103500
1999-06-21,43.500000,45.500000,43.375000,45.062500,32.621449,6274000
1999-06-22,45.187500,45.500000,44.375000,44.937500,32.530972,5067400
1999-06-23,45.000000,45.062500,43.687500,44.375000,32.123764,4479300
1999-06-24,43.625000,43.875000,42.687500,43.312500,31.354609,6128200
1999-06-25,43.750000,44.250000,43.375000,43.437500,31.445082,3669300
1999-06-28,44.000000,45.750000,43.812500,45.562500,32.983414,5609200
1999-06-29,45.937500,46.875000,45.500000,46.812500,33.888309,5876200
1999-06-30,46.562500,48.500000,45.375000,48.250000,34.928936,8998000
1999-07-01,47.937500,48.312500,46.937500,47.750000,34.566986,6724400
1999-07-02,48.125000,49.062500,47.937500,48.750000,35.290901,4939000
1999-07-06,48.875000,51.000000,48.875000,49.187500,35.607601,7154700
1999-07-07,50.000000,50.000000,47.937500,48.000000,34.747971,6262800
1999-07-08,47.000000,48.437500,46.250000,47.000000,34.024040,7890100
1999-07-09,47.437500,48.000000,47.312500,47.937500,34.702698,4067200
1999-07-12,48.375000,48.375000,47.062500,47.437500,34.340755,3241100
1999-07-13,47.250000,47.750000,46.687500,47.562500,34.431244,4339100
1999-07-14,47.750000,48.000000,47.500000,47.625000,34.476490,3043100
1999-07-15,48.062500,48.312500,47.375000,47.500000,34.385998,3970000
